gizmotronics	gizmotronics+N;SG
nitrophorin	nitrophorin+N;SG
grillework	grillework+N;SG
media-savvy	media-savvy+ADJ
latitancy	latitancy+N;SG
wastier	wasty+ADJ;CMPR
unguardedness	unguardedness+N;SG
corticosterol	corticosterol+N;SG
counterweight	counterweight+N;SG
snickered	snicker+V;PST
sagouin	sagouin+N;SG
hobnails	hobnail+V;PRS;3;SG
opalised	opalise+V;PST
deregister	deregister+V;NFIN;IMP+SBJV
multielectrodes	multielectrode+N;PL
prisms	prism+N;PL
heterophenomenologies	heterophenomenology+N;PL
roundeye	roundeye+N;SG
kindnesses	kindnesse+N;PL
crocodiles	crocodile+N;PL
ghrelinomas	ghrelinoma+N;PL
creases	crease+V;PRS;3;SG
lactol	lactol+N;SG
capparaceous	capparaceous+ADJ
transoid	transoid+ADJ
gemmologists	gemmologist+N;PL
unplace	unplace+V;NFIN;IMP+SBJV
laminids	laminid+N;PL
uncommerciable	uncommerciable+ADJ
nongarden	nongarden+ADJ
quadrifurcated	quadrifurcate+V;PST
bifunctor	bifunctor+N;SG
rastrographies	rastrography+N;PL
hobble-rope	hobble-rope+N;SG
comsat	comsat+N;SG
claire	claire+N;SG
bullshot	bullshot+N;SG
retransit	retransit+N;SG
cordate	cordate+ADJ
epulotic	epulotic+N;SG
desaroside	desaroside+N;SG
half-wit	half-wit+N;SG
outspeak	outspeak+V;NFIN;IMP+SBJV
profiteers	profiteer+N;PL
previsit	previsit+V;NFIN;IMP+SBJV
affixing	affix+V;V.PTCP;PRS
materialise	materialise+V;NFIN;IMP+SBJV
lithostrotians	lithostrotian+N;PL
nettastomatids	nettastomatid+N;PL
appt.	appt.+N;SG
trailing	trailing+ADJ
kymogram	kymogram+N;SG
baby faced	baby faced+ADJ
prequadratic	prequadratic+ADJ
torch	torch+V;NFIN;IMP+SBJV
bang-straw	bang-straw+N;SG
conservatorylike	conservatorylike+ADJ
guavaberry	guavaberry+N;SG
lymphocentric	lymphocentric+ADJ
benzoyls	benzoyl+N;PL
long-house	long-house+N;SG
foredetermined	foredetermine+V;V.PTCP;PST
shatterable	shatterable+ADJ
isohyetals	isohyetal+N;PL
unsophistic	unsophistic+ADJ
sequitur	sequitur+N;SG
nanohoneycomb	nanohoneycomb+N;SG
ceratosaur	ceratosaur+N;SG
rigidised	rigidise+V;V.PTCP;PST
ergocalciferol	ergocalciferol+N;SG
crotchlings	crotchling+N;PL
böhmite	böhmite+N;SG
collabed	collab+V;V.PTCP;PST
borosulphates	borosulphate+N;PL
literalised	literalise+V;PST
unmat	unmat+V;NFIN;IMP+SBJV
unfrienders	unfriender+N;PL
perisulcal	perisulcal+ADJ
sulphurates	sulphurate+V;PRS;3;SG
foresaved	foresave+V;V.PTCP;PST
aeronautics	aeronautics+N;SG
wrongdoing	wrongdoing+N;SG
psychopath	psychopath+N;SG
mesostigmal	mesostigmal+ADJ
teloblastic	teloblastic+ADJ
counterbraces	counterbrace+V;PRS;3;SG
monochloramine	monochloramine+N;SG
snopesing	snopes+V;V.PTCP;PRS
androgenised	androgenise+V;PST
blightscapes	blightscape+N;PL
long-waisted	long-waisted+ADJ
bloodsticks	bloodstick+N;PL
gayfag	gayfag+N;SG
nonfabric	nonfabric+ADJ
disendowers	disendower+N;PL
reducants	reducant+N;PL
searlesites	searlesite+N;PL
countermure	countermure+N;SG
hard-heartedness	hard-heartedness+N;SG
fr	fr+ADJ
carbocysteine	carbocysteine+N;SG
spasmology	spasmology+N;SG
arterivirus	arterivirus+N;SG
cavitied	cavitied+ADJ
proof	proof+ADJ
consortship	consortship+N;SG
tore	tore+ADJ
ostentated	ostentate+V;V.PTCP;PST
suprahaplotypes	suprahaplotype+N;PL
centipoises	centipoise+N;PL
synopsised	synopsise+V;V.PTCP;PST
antimicrobial	antimicrobial+N;SG
navving	nav+V;V.PTCP;PRS
sowsed	sowse+V;V.PTCP;PST
tankias	tankia+N;PL
hypnotised	hypnotise+V;PST
geoglyphic	geoglyphic+ADJ
alalonga	alalonga+N;SG
sniting	snite+V;V.PTCP;PRS
ambisinister	ambisinister+ADJ
internalizes	internalize+V;PRS;3;SG
besmearer	besmearer+N;SG
coconut	coconut+N;SG
sinuopeid	sinuopeid+N;SG
profused	profuse+V;PST
dynamograph	dynamograph+N;SG
oblimin	oblimin+ADJ
tropical	tropical+ADJ
falerian	falerian+N;SG
inappendiculate	inappendiculate+ADJ
trypsinising	trypsinise+V;V.PTCP;PRS
ligase	ligase+N;SG
intraoperational	intraoperational+ADJ
pallophotophones	pallophotophone+N;PL
extralysosomal	extralysosomal+ADJ
compasse	compasse+N;SG
candees	candee+N;PL
bothriderid	bothriderid+N;SG
41st	41st+ADJ
hydroscopes	hydroscope+N;PL
turkify	turkify+V;NFIN;IMP+SBJV
protofeathered	protofeathered+ADJ
carcineretid	carcineretid+N;SG
kinesophobia	kinesophobia+N;SG
pancolonoscopies	pancolonoscopy+N;PL
ferralic	ferralic+ADJ
immunoband	immunoband+N;SG
meaningless	meaningless+ADJ
wesand	wesand+N;SG
battailant	battailant+ADJ
magnetisation	magnetisation+N;SG
neopteran	neopteran+N;SG
gardyloos	gardyloo+N;PL
multialternative	multialternative+ADJ
bemulcing	bemulce+V;V.PTCP;PRS
versiliaite	versiliaite+N;SG
morpholide	morpholide+N;SG
surtexts	surtext+N;PL
rapturists	rapturist+N;PL
anthoxanthins	anthoxanthin+N;PL
backwoodsy	backwoodsy+ADJ
diploe	diploe+N;SG
semiapocryphal	semiapocryphal+ADJ
rasterize	rasterize+V;NFIN;IMP+SBJV
wantlessness	wantlessness+N;SG
freebirth	freebirth+N;SG
knobbly	knobbly+ADJ
epifluorohydrins	epifluorohydrin+N;PL
confection	confection+N;SG
pekeapoo	pekeapoo+N;SG
unalienated	unalienate+V;PST
pregrown	pregrown+ADJ
superbombers	superbomber+N;PL
wonderfulness	wonderfulness+N;SG
cellohexaose	cellohexaose+N;SG
tramsheds	tramshed+N;PL
reprehension	reprehension+N;SG
evilizing	evilize+V;V.PTCP;PRS
fanfaronade	fanfaronade+N;SG
moloch	moloch+N;SG
smaragdine	smaragdine+N;SG
tilburies	tilbury+N;PL
storybooks	storybook+N;PL
tokkurinage	tokkurinage+N;SG
zaims	zaim+N;PL
outthrusted	outthrust+V;PST
signoria	signoria+N;SG
serenadings	serenading+N;PL
cyclodehydrogenations	cyclodehydrogenation+N;PL
nonbilaterian	nonbilaterian+N;SG
shooting-iron	shooting-iron+N;SG
flukes	fluke+N;PL
screamlike	screamlike+ADJ
isoselective	isoselective+ADJ
germaphobic	germaphobic+ADJ
encephalotome	encephalotome+N;SG
quintate	quintate+ADJ
inferior	inferior+ADJ
pasteurised	pasteurise+V;V.PTCP;PST
pouds	poud+N;PL
tailend	tailend+N;SG
co-owner	co-owner+N;SG
unduplicatable	unduplicatable+ADJ
sodbuster	sodbuster+N;SG
deoxyepinephrine	deoxyepinephrine+N;SG
subtweeted	subtweet+V;PST
inwound	inwind+V;PST
volvocaceous	volvocaceous+ADJ
inlived	inlive+V;V.PTCP;PST
gephyrin	gephyrin+N;SG
egfr	egfr+N;SG
hoosgow	hoosgow+N;SG
mishandlers	mishandler+N;PL
sockdologer	sockdologer+N;SG
interproton	interproton+ADJ
refracting	refracting+N;SG
gorzian	gorzian+ADJ
impacturbation	impacturbation+N;SG
malacozoologist	malacozoologist+N;SG
precessional	precessional+ADJ
holystoned	holystone+V;V.PTCP;PST
unaccusable	unaccusable+ADJ
supersociety	supersociety+N;SG
kinesis	kinesis+N;SG
sapiens	sapien+N;PL
water-carrier	water-carrier+N;SG
environed	environ+V;V.PTCP;PST
tovarisch	tovarisch+N;SG
globetrotters	globetrotter+N;PL
knowbie	knowbie+N;SG
outbleeding	outbleed+V;V.PTCP;PRS
nodachi	nodachi+N;SG
maine	maine+N;SG
phakoemulsification	phakoemulsification+N;SG
proudling	proudling+N;SG
nonergative	nonergative+ADJ
picklehead	picklehead+N;SG
uytenbogaardtite	uytenbogaardtite+N;SG
sahlinites	sahlinite+N;PL
staticity	staticity+N;SG
edessene	edessene+ADJ
devoicing	devoice+V;V.PTCP;PRS
ideogramic	ideogramic+ADJ
unwillful	unwillful+ADJ
dreydel	dreydel+N;SG
if	if+N;SG
lightbars	lightbar+N;PL
unsewn	unsewn+ADJ
lacklessness	lacklessness+N;SG
coastwise	coastwise+ADJ
eyebrows	eyebrow+V;PRS;3;SG
amphiprostyle	amphiprostyle+N;SG
decuples	decuple+V;PRS;3;SG
yawnfests	yawnfest+N;PL
tropin	tropin+N;SG
allerion	allerion+N;SG
turbofish	turbofish+N;SG
tunellite	tunellite+N;SG
supernational	supernational+ADJ
inbreaking	inbreak+V;V.PTCP;PRS
hypersynchronize	hypersynchronize+V;NFIN;IMP+SBJV
cold	cold+N;SG
actinotrocha	actinotrocha+N;SG
studying	study+V;V.PTCP;PRS
remercy	remercy+V;NFIN;IMP+SBJV
besmudges	besmudge+V;PRS;3;SG
jesuitic	jesuitic+ADJ
nondeclarative	nondeclarative+ADJ
overlapper	overlapper+N;SG
daledh	daledh+N;SG
mecochirid	mecochirid+N;SG
shortstop	shortstop+N;SG
sun-burner	sun-burner+N;SG
envenomer	envenomer+N;SG
tetchier	tetchy+ADJ;CMPR
overutilizers	overutilizer+N;PL
intermeans	intermean+N;PL
glucuronic	glucuronic+ADJ
suroz	suroz+N;SG
psychomorphology	psychomorphology+N;SG
periseptal	periseptal+ADJ
multispin	multispin+ADJ
majorship	majorship+N;SG
instauration	instauration+N;SG
photoperturbations	photoperturbation+N;PL
pleasurableness	pleasurableness+N;SG
megamines	megamine+N;PL
efficients	efficient+N;PL
acroatic	acroatic+ADJ
unskirted	unskirted+ADJ
snob	snob+N;SG
skull-cap	skull-cap+N;SG
walk-off	walk-off+N;SG
unactorish	unactorish+ADJ
tightlipped	tightlipped+ADJ
judeo-islamo-christian	judeo-islamo-christian+ADJ
paraglider	paraglider+N;SG
doomlike	doomlike+ADJ
selectorates	selectorate+N;PL
outcompetition	outcompetition+N;SG
confirmee	confirmee+N;SG
boeress	boeress+N;SG
nonslaves	nonslave+N;PL
bhunao	bhunao+N;SG
regurgitated	regurgitate+V;PST
iat	iat+N;SG
maligner	maligner+N;SG
trinketized	trinketize+V;PST
vitrify	vitrify+V;NFIN;IMP+SBJV
vermiculture	vermiculture+N;SG
heminodes	heminode+N;PL
tilleyite	tilleyite+N;SG
metapolicy	metapolicy+N;SG
tremulating	tremulate+V;V.PTCP;PRS
tribesman	tribesman+N;SG
geohistorians	geohistorian+N;PL
hypersexualizes	hypersexualize+V;PRS;3;SG
emo	emo+N;SG
miloxacin	miloxacin+N;SG
tubulovillous	tubulovillous+ADJ
fleeced	fleeced+ADJ
loxoscelids	loxoscelid+N;PL
frenchman	frenchman+N;SG
snowboard	snowboard+V;NFIN;IMP+SBJV
telecopies	telecopy+V;PRS;3;SG
stercoricolous	stercoricolous+ADJ
punnet	punnet+N;SG
extramissions	extramission+N;PL
lightwave	lightwave+N;SG
unsquired	unsquire+V;PST
cytoproteins	cytoprotein+N;PL
haemodynamics	haemodynamics+N;SG
araq	araq+N;SG
vlt	vlt+N;SG
signor	signor+N;SG
intermorainic	intermorainic+ADJ
tabooli	tabooli+N;SG
parascend	parascend+V;NFIN;IMP+SBJV
diacrylic	diacrylic+ADJ
strontia	strontia+N;SG
accinging	accinge+V;V.PTCP;PRS
slalomer	slalomer+N;SG
tetracontakaihexagon	tetracontakaihexagon+N;SG
stonier	stony+ADJ;CMPR
synphase	synphase+ADJ
gustiest	gusty+ADJ;SPRL
rooftopper	rooftopper+N;SG
stye	stye+N;SG
spherulin	spherulin+N;SG
crazed	crazed+ADJ
contactomorphism	contactomorphism+N;SG
rubulaviruses	rubulavirus+N;PL
dolichocephalic	dolichocephalic+ADJ
floated	float+V;V.PTCP;PST
southernish	southernish+ADJ
gossiping	gossiping+N;SG
penitente	penitente+N;SG
symposiasts	symposiast+N;PL
throbbed	throb+V;V.PTCP;PST
placentomic	placentomic+ADJ
ibrotamide	ibrotamide+N;SG
ceroleins	cerolein+N;PL
anodons	anodon+N;PL
questions	question+V;PRS;3;SG
pelioma	pelioma+N;SG
endocon	endocon+N;SG
p-acetylaminophenol	p-acetylaminophenol+N;SG
nasalisation	nasalisation+N;SG
forfeitability	forfeitability+N;SG
ubicates	ubicate+V;PRS;3;SG
polyrhizal	polyrhizal+ADJ
metalworks	metalworks+N;SG
filter-feeder	filter-feeder+N;SG
topscoring	topscore+V;V.PTCP;PRS
neuroglioblasts	neuroglioblast+N;PL
visioner	visioner+N;SG
sandscape	sandscape+N;SG
chaperoned	chaperone+V;V.PTCP;PST
prorastomids	prorastomid+N;PL
geriatrists	geriatrist+N;PL
ditrochaic	ditrochaic+ADJ
splatterings	splattering+N;PL
unspread	unspread+ADJ
dropitis	dropitis+N;SG
nunship	nunship+N;SG
conde	conde+N;SG
ruinings	ruining+N;PL
sprankle	sprankle+N;SG
depart	depart+N;SG
capsules	capsule+N;PL
fulcrum	fulcrum+N;SG
battleworthy	battleworthy+ADJ
chitoniskos	chitoniskos+N;SG
fructivores	fructivore+N;PL
precipe	precipe+N;SG
suk	suk+N;SG
rockadelic	rockadelic+ADJ
perisinusoidal	perisinusoidal+ADJ
dearticulating	dearticulate+V;V.PTCP;PRS
ashbm	ashbm+N;SG
thoroughpasses	thoroughpass+N;PL
unhexed	unhex+V;V.PTCP;PST
hyperspasmia	hyperspasmia+N;SG
venom	venom+ADJ
polyoxins	polyoxin+N;PL
brassey	brassey+N;SG
encompassable	encompassable+ADJ
joled	jole+V;PST
mamak	mamak+N;SG
dechloridation	dechloridation+N;SG
nanodiagnostics	nanodiagnostics+N;SG
sociometry	sociometry+N;SG
autoexpose	autoexpose+V;NFIN;IMP+SBJV
retinoblasts	retinoblast+N;PL
rigatoni	rigatoni+N;SG
nonrepudiation	nonrepudiation+N;SG
cyclopamine	cyclopamine+N;SG
neuroglycopenic	neuroglycopenic+ADJ
plasticization	plasticization+N;SG
overdraw	overdraw+N;SG
biastophilia	biastophilia+N;SG
declinists	declinist+N;PL
concordats	concordat+N;PL
fivehead	fivehead+N;SG
nonpermeable	nonpermeable+ADJ
crapoid	crapoid+ADJ
nonlectures	nonlecture+N;PL
pitchiness	pitchiness+N;SG
pharmacoterrorism	pharmacoterrorism+N;SG
silicomolybdates	silicomolybdate+N;PL
devoiced	devoice+V;PST
gourmetlike	gourmetlike+ADJ
bambucos	bambuco+N;PL
supravertebral	supravertebral+ADJ
indemonstrability	indemonstrability+N;SG
chucky	chucky+N;SG
clean as a hound's tooth	clean as a hound's tooth+ADJ
albitising	albitise+V;V.PTCP;PRS
obstetricians	obstetrician+N;PL
squill-gee	squill-gee+N;SG
score-settling	score-settling+N;SG
univoltine	univoltine+ADJ
rubber-band	rubber-band+V;NFIN;IMP+SBJV
hanoverian	hanoverian+N;SG
chainshot	chainshot+N;SG
ecodistrict	ecodistrict+N;SG
mesothelialization	mesothelialization+N;SG
chronopathogenesis	chronopathogenesis+N;SG
whammos	whammo+N;PL
demethanizing	demethanize+V;V.PTCP;PRS
unlays	unlay+V;PRS;3;SG
pikes	pike+V;PRS;3;SG
forecounts	forecount+N;PL
minimized	minimize+V;PST
officinalisinin	officinalisinin+N;SG
unpurloined	unpurloined+ADJ
watercarriers	watercarrier+N;PL
tetrapous	tetrapous+ADJ
shambuks	shambuk+N;PL
tack	tack+V;NFIN;IMP+SBJV
agglutinized	agglutinize+V;V.PTCP;PST
outwish	outwish+V;NFIN;IMP+SBJV
bosniac	bosniac+ADJ
absinthiates	absinthiate+V;PRS;3;SG
fibrinogenemia	fibrinogenemia+N;SG
diesterases	diesterase+N;PL
ventrointestinal	ventrointestinal+ADJ
endotoxicity	endotoxicity+N;SG
bination	bination+N;SG
diprenylated	diprenylate+V;V.PTCP;PST
woodchops	woodchop+N;PL
forbuyers	forbuyer+N;PL
sncrna	sncrna+N;SG
stogas	stoga+N;PL
opertaneous	opertaneous+ADJ
rising	rising+ADJ
alodyne	alodyne+N;SG
neuronogenesis	neuronogenesis+N;SG
flailing	flailing+N;SG
rooinecks	rooineck+N;PL
asetose	asetose+ADJ
substructures	substructure+N;PL
archdukes	archduke+N;PL
pigopolists	pigopolist+N;PL
interbedded	interbed+V;V.PTCP;PST
bellicous	bellicous+ADJ
redraft	redraft+V;NFIN;IMP+SBJV
disenable	disenable+V;NFIN;IMP+SBJV
hypoadduction	hypoadduction+N;SG
vestlike	vestlike+ADJ
bibacity	bibacity+N;SG
postponence	postponence+N;SG
prebuilts	prebuilt+N;PL
pareiasaurian	pareiasaurian+N;SG
hoteliers	hotelier+N;PL
quipster	quipster+N;SG
shnors	shnor+V;PRS;3;SG
castor-sac	castor-sac+N;SG
hwil	hwil+N;SG
ampelographic	ampelographic+ADJ
diaglyphs	diaglyph+N;PL
jew's-trump	jew's-trump+N;SG
backarapper	backarapper+N;SG
pase	pase+N;SG
materiomics	materiomics+N;SG
squawkings	squawking+N;PL
laid-off	laid-off+ADJ
polyandrism	polyandrism+N;SG
toters	toter+N;PL
functionary	functionary+N;SG
feitoria	feitoria+N;SG
provocationist	provocationist+N;SG
lepidocrocite	lepidocrocite+N;SG
expergefaction	expergefaction+N;SG
auralizing	auralize+V;V.PTCP;PRS
binarising	binarise+V;V.PTCP;PRS
beigeist	beigeist+N;SG
understock	understock+N;SG
liturgistical	liturgistical+ADJ
hobag	hobag+N;SG
khanjalis	khanjali+N;PL
slipdress	slipdress+N;SG
sclerotal	sclerotal+N;SG
dulse	dulse+N;SG
tetragonal	tetragonal+ADJ
shrivelers	shriveler+N;PL
ministration	ministration+N;SG
evaluands	evaluand+N;PL
noninfluencers	noninfluencer+N;PL
navarin	navarin+N;SG
sighful	sighful+ADJ
caricaturish	caricaturish+ADJ
gandhist	gandhist+N;SG
glutenfree	glutenfree+ADJ
pentamagnesium	pentamagnesium+N;SG
unmannerliness	unmannerliness+N;SG
crosscaps	crosscap+N;PL
dactylics	dactylic+N;PL
abscesses	abscess+V;PRS;3;SG
radiodefluorinations	radiodefluorination+N;PL
apistevist	apistevist+N;SG
editionalizes	editionalize+V;PRS;3;SG
diphosphopeptide	diphosphopeptide+N;SG
strobe	strobe+N;SG
overanalyze	overanalyze+V;NFIN;IMP+SBJV
countable	prevision+N;PL
mnemonist	mnemonist+N;SG
geopolymers	geopolymer+N;PL
pencil	pencil+N;SG
echeme	echeme+N;SG
casita	casita+N;SG
optograms	optogram+N;PL
phasm	phasm+N;SG
toburst	toburst+V;PST
wilusan	wilusan+ADJ
patties	pattie+N;PL
pickaninny	pickaninny+N;SG
nonagrarian	nonagrarian+ADJ
salinised	salinise+V;PST
hexanitrodiphenylamine	hexanitrodiphenylamine+N;SG
twunts	twunt+N;PL
primness	primness+N;SG
sealines	sealine+N;PL
cyclopropanation	cyclopropanation+N;SG
sulfabenzamide	sulfabenzamide+N;SG
fetishizable	fetishizable+ADJ
groupoidal	groupoidal+ADJ
wistful	wistful+ADJ
rhodesian	rhodesian+N;SG
nonpremiere	nonpremiere+N;SG
swiftest	swift+ADJ;SPRL
untousling	untousle+V;V.PTCP;PRS
apiological	apiological+ADJ
nontournament	nontournament+ADJ
genitalizes	genitalize+V;PRS;3;SG
accroaches	accroach+V;PRS;3;SG
vemurafenib	vemurafenib+N;SG
outrager	outrager+N;SG
ultrarealists	ultrarealist+N;PL
magnetoplasmaron	magnetoplasmaron+N;SG
etaerios	etaerio+N;PL
counte	counte+N;SG
polymyositic	polymyositic+ADJ
clusterfucked	clusterfuck+V;PST
britocentric	britocentric+ADJ
well-beloved	well-beloved+ADJ
predyed	predye+V;V.PTCP;PST
neurodynamical	neurodynamical+ADJ
clactonian	clactonian+ADJ
maltreat	maltreat+V;NFIN;IMP+SBJV
bouncy	bouncy+ADJ
signed	signed+ADJ
off-screen	off-screen+ADJ
brassarts	brassart+N;PL
hallpass	hallpass+N;SG
nonproduction	nonproduction+N;SG
booza	booza+N;SG
overcriminalization	overcriminalization+N;SG
expo	expo+N;SG
waitressing	waitress+V;V.PTCP;PRS
ecopornography	ecopornography+N;SG
wiredraw	wiredraw+V;NFIN;IMP+SBJV
geoarchaeologist	geoarchaeologist+N;SG
subepidermal	subepidermal+ADJ
liquefiers	liquefier+N;PL
mete	mete+ADJ
pseudounitary	pseudounitary+ADJ
chlorurets	chloruret+N;PL
postinfections	postinfection+N;PL
downturn	downturn+V;NFIN;IMP+SBJV
self-destructiveness	self-destructiveness+N;SG
thioacetone	thioacetone+N;SG
nondrosophilids	nondrosophilid+N;PL
indestructibility	indestructibility+N;SG
pseudomalachite	pseudomalachite+N;SG
outrushing	outrush+V;V.PTCP;PRS
arcoid	arcoid+N;SG
cydippids	cydippid+N;PL
canoodle	canoodle+V;NFIN;IMP+SBJV
sublibraries	sublibrary+N;PL
limings	liming+N;PL
circummediterranean	circummediterranean+ADJ
desulphurisation	desulphurisation+N;SG
labyrinthed	labyrinthed+ADJ
transsexualness	transsexualness+N;SG
adulterated	adulterate+V;PST
new zealandic	new zealandic+ADJ
scould	scould+V;NFIN;IMP+SBJV
observationality	observationality+N;SG
motorboaters	motorboater+N;PL
femtocell	femtocell+N;SG
overaccumulated	overaccumulate+V;PST
jungianism	jungianism+N;SG
proosteoblastic	proosteoblastic+ADJ
playstreets	playstreet+N;PL
prolificated	prolificate+V;V.PTCP;PST
tenoscopic	tenoscopic+ADJ
hemangiectasis	hemangiectasis+N;SG
yichud	yichud+N;SG
heirlessness	heirlessness+N;SG
hypothalamic	hypothalamic+ADJ
pushback	pushback+N;SG
emprising	emprise+V;V.PTCP;PRS
parleyvoo	parleyvoo+N;SG
feisty	feisty+ADJ
ethnomycological	ethnomycological+ADJ
fatshedera	fatshedera+N;SG
normalisable	normalisable+ADJ
mishybridized	mishybridize+V;PST
constitutionality	constitutionality+N;SG
teacheress	teacheress+N;SG
corbiculate	corbiculate+N;SG
revalorized	revalorize+V;PST
transcripted	transcript+V;V.PTCP;PST
outputting	output+V;V.PTCP;PRS
secondary	secondary+N;SG
cockneyised	cockneyise+V;PST
microcannulations	microcannulation+N;PL
tripalmitoylated	tripalmitoylated+ADJ
peptidodendrimer	peptidodendrimer+N;SG
satyrions	satyrion+N;PL
triels	triel+N;PL
countable	piss+N;PL
alonely	alonely+ADJ
cohabitators	cohabitator+N;PL
obatzda	obatzda+N;SG
choriogenins	choriogenin+N;PL
cointroduction	cointroduction+N;SG
interedition	interedition+ADJ
embezzlers	embezzler+N;PL
ranbezolid	ranbezolid+N;SG
confessionlessness	confessionlessness+N;SG
bubbling	bubbling+N;SG
wishy-washiness	wishy-washiness+N;SG
marotic	marotic+ADJ
mushed	mush+V;V.PTCP;PST
macedonism	macedonism+N;SG
plattnerite	plattnerite+N;SG
fuguelike	fuguelike+ADJ
untackled	untackle+V;V.PTCP;PST
egotists	egotist+N;PL
praisers	praiser+N;PL
endenized	endenize+V;V.PTCP;PST
conetronics	conetronics+N;SG
quinconazole	quinconazole+N;SG
skrikes	skrike+N;PL
intercessionated	intercessionate+V;V.PTCP;PST
stertorousness	stertorousness+N;SG
myeloleukemia	myeloleukemia+N;SG
petit-maître	petit-maître+N;SG
optomechanics	optomechanics+N;SG
foremast	foremast+N;SG
burgeoning	burgeoning+N;SG
biomedicinal	biomedicinal+ADJ
akialoa	akialoa+N;SG
doramectin	doramectin+N;SG
hared	hare+V;PST
meat	meat+N;SG
reigned	reign+V;V.PTCP;PST
ornithogeography	ornithogeography+N;SG
baking	baking+N;SG
one-hot	one-hot+N;SG
parsism	parsism+N;SG
deoxyuridyl	deoxyuridyl+N;SG
mugus	mugu+N;PL
inlines	inline+V;PRS;3;SG
southeasterlies	southeasterly+N;PL
actinidain	actinidain+N;SG
textualised	textualise+V;PST
betelgeusian	betelgeusian+N;SG
pharmaceutic	pharmaceutic+ADJ
stibbler	stibbler+N;SG
quinizarin	quinizarin+N;SG
lanyappe	lanyappe+N;SG
micropredation	micropredation+N;SG
multireceptive	multireceptive+ADJ
chalcophile	chalcophile+N;SG
bassier	bassy+ADJ;CMPR
retrapped	retrap+V;V.PTCP;PST
sdrna	sdrna+N;SG
galactophagous	galactophagous+ADJ
hollowfibre	hollowfibre+ADJ
untimbered	untimbered+ADJ
nonghostly	nonghostly+ADJ
huff-cap	huff-cap+N;SG
multilinguists	multilinguist+N;PL
dimethylsulphoxide	dimethylsulphoxide+N;SG
skinchier	skinchy+ADJ;CMPR
fenestra	fenestra+N;SG
mawks	mawk+N;PL
instructives	instructive+N;PL
pretraumatic	pretraumatic+ADJ
bribee	bribee+N;SG
riving	riving+N;SG
nitratian	nitratian+ADJ
twisting	twist+V;V.PTCP;PRS
sozzled	sozzle+V;V.PTCP;PST
cyberbullied	cyberbully+V;PST
symboled	symbol+V;V.PTCP;PST
lactadherin	lactadherin+N;SG
neurocytologist	neurocytologist+N;SG
mis-sell	mis-sell+V;NFIN;IMP+SBJV
medicins	medicin+N;PL
outwandering	outwandering+N;SG
tinfoiler	tinfoiler+N;SG
rasher	rasher+N;SG
transpression	transpression+N;SG
outcries	outcry+V;PRS;3;SG
braggie	braggie+N;SG
acteon	acteon+N;SG
pararescue	pararescue+N;SG
compellatory	compellatory+ADJ
keratolysis	keratolysis+N;SG
aequian	aequian+ADJ
movts	movt+N;PL
sulphurise	sulphurise+V;NFIN;IMP+SBJV
destink	destink+V;NFIN;IMP+SBJV
mundingo	mundingo+N;SG
eggball	eggball+N;SG
parcenaries	parcenary+N;PL
gilalite	gilalite+N;SG
lamdoidal	lamdoidal+ADJ
erning	ern+V;V.PTCP;PRS
nonosmotic	nonosmotic+ADJ
microboring	microboring+ADJ
save-worthy	save-worthy+ADJ
photocycle	photocycle+N;SG
nonsenile	nonsenile+ADJ
minority	minority+ADJ
leukomalasia	leukomalasia+N;SG
nondefensive	nondefensive+ADJ
aureofungin	aureofungin+N;SG
yauping	yaup+V;V.PTCP;PRS
fuzzify	fuzzify+V;NFIN;IMP+SBJV
isochasm	isochasm+N;SG
aggerating	aggerate+V;V.PTCP;PRS
skeletonized	skeletonized+ADJ
misgroup	misgroup+V;NFIN;IMP+SBJV
salacot	salacot+N;SG
acrylic	acrylic+ADJ
heptuples	heptuple+N;PL
fishiness	fishiness+N;SG
bumpkinish	bumpkinish+ADJ
holter	holter+N;SG
interpretership	interpretership+N;SG
mouride	mouride+N;SG
bloted	blote+V;V.PTCP;PST
trisegmentation	trisegmentation+N;SG
estropausal	estropausal+ADJ
timberhead	timberhead+N;SG
nonstatutory	nonstatutory+ADJ
virophage	virophage+N;SG
fluorobenzoyls	fluorobenzoyl+N;PL
chlorocyclopentyls	chlorocyclopentyl+N;PL
brianroulstonite	brianroulstonite+N;SG
ritualizings	ritualizing+N;PL
donnot	donnot+N;SG
refetched	refetch+V;PST
flavines	flavine+N;PL
capstring	capstring+N;SG
excelled	excel+V;PST
dysopsy	dysopsy+N;SG
plantarolateral	plantarolateral+ADJ
perifornical	perifornical+ADJ
cabs	cab+N;PL
horsecollared	horsecollar+V;V.PTCP;PST
palaeozoologist	palaeozoologist+N;SG
